FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2011 RUF RGT-8,,,2011,RUF,RGT-8,,,,,,,,,Super,Factory,636,S,,,,,,,542,368,2976,5.49,,,,,8,R,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.900,,,209.4,,,,,,11725,,,13-Oct-11,FH1,FM4,,,,,,,,,FH1,DLC,,,,2,360,0
FALSE,2011 RUF Rt 12 R,,,2011,RUF,Rt 12 R,,,,,,,,,Super,Factory,757,R3,,,,,,,720,693,3254,4.52,,,,,6,R,AWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.300,,,230.1,,,,,,11726,,,13-Oct-11,FH1,FM4,,,,,,,,,DLC,DLC,,,,2,360,0
FALSE,2011 RUF Rt 12 S,,,2011,RUF,Rt 12 S,,,,,,,,,Modern GT,Factory,887,S1,8.3,8.8,7.2,9.1,9.1,,676,648,3395,5.02,40,3746,TT,Flat,6,R,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.400,6.700,,221.8,126.8,313.5,0.95,1.02,3.300,11815,,,14-Oct-11,FH2,FM4,,,,,,,FH2,FM5,,FM4,,,,3,XBO,0
FALSE,1995 RUF CTR2,,,1995,RUF,CTR2,,,,,,,,,Middle GT,Factory,840,S1,8.3,8.6,7.1,8.7,9.3,,520,505,3045,5.86,36,3600,TT,Flat,6,R,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.600,7.900,,221.0,129.5,320.1,0.94,1.00,4.300,11922,,,03-Jul-12,FH2,FM4,,,,,,,FH2,FM5,cu,DLC,,,,4,XBO,0
FALSE,1987 RUF CTR Yellowbird,,,1987,RUF,CTR Yellowbird,,,,,,,,,Timeless Supercars,Factory,857,S1,8.0,8.1,6.8,9.2,9.0,,469,410,2662,5.68,37,3366,TT,Flat,6,R,RWD,,,,,,,,Europe,Germany,,,2,L,4,,,3.981,7.282,,216.1,36.4,332.5,0.90,0.98,3.301,11910,,,05-Jun-12,FH2,FM4,,,,,,,FH2,DLC,FH1,DLC,,,,4,XBO,0
FALSE,2008 Saab 9-3 Turbo X,,,2008,Saab,9-3 Turbo X,,,,,,,,,Sedan,Factory,366,C,,,,,,,280,295,3770,13.46,,,,,6,F,AWD,,,,,,,,Europe,Sweden,,,4,L,4,,,5.900,,,155.6,,,,,,11571,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2002 Saab 9-3 Aero,,,2002,Saab,9-3 Aero,,,,,,,,,Sports,Factory,321,D,,,,,,,205,209,3285,16.02,,,,,4,F,FWD,,,,,,,,Europe,Sweden,,,3,L,4,,,7.500,,,146.6,,,,,,11353,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2002 Saab 9-3 Viggen,,,2002,Saab,9-3 Viggen,,,,,,,,,,Factory,,D1,,,,,,,,,,#DIV/0!,,,,,,F,FWD,,,,,,,,Europe,Sweden,,,3,L,4,,,,,,,,,,,.000,11183,,,03-May-05,FM1,FM1,,,,,,,,,,,,,FM1,1,360,0
FALSE,1978 Saab 99 Turbo,,,1978,Saab,99 Turbo,,,,,,,,,Sports,Factory,192,F,,,,,,,143,173,2668,18.66,,,,,6,F,FWD,,,,,,,,Europe,Sweden,,,2,L,4,,,8.916,,,126.1,,,,,,11677,,,14-Dec-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2020 Saleen Sportruck XR Black Label,Sportruck XR,3499,2020,Saleen,Sportruck XR Black Label,DLC Autoshow,FH5 Horizon Racing,Gift w/DLC,,Epic,,,"150,000",Pickups & 4x4s,Factory,666,B,5.9,4.3,3.5,6.2,5.7,9.3,700,600,5720,8.17,57,5031,PDS,V,8,F,AWD,,315,no,"Bars, Bed","800, 850",none,,N. America,U.S.,,,4,L,4,,,4.661,10.774,,156.2,132.6,321.4,0.84,0.83,6.113,13366,,20-Jun-23,20-Jun-23,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2019 Rimac Concept Two,Rimac Concept 2,3140,2019,Rimac,Concept Two,Buy Cars Base,,,,Legendary,,,"432,000",Modern Hypercars,Factory,908,P,8.9,4.2,4.0,10.0,,,1887,1695,4299,2.28,48,0,E,E,E,M,AWD,275/35R20,315/35R20,Both,,,none,E,Europe,Croatia,,,2,L,4,,HR,1.850,4.300,,261.3,78.6,185.1,1.25,1.38,2.450,13095,05-Oct-23,05-Nov-21,04-Jun-19,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2018 Saleen S1,Saleen S1 '18,3276,2018,Saleen,S1,Buy Cars Base,,,,Epic,,,"142,000",Modern Sport GT,Factory,694,A,4.4,4.3,4.3,5.1,,,450,442,2685,5.97,42,2502,T,Inline,4,M,RWD,255/30R20,335/25R20,Both,,"394I, 475, 565, 630, 690",none,eng,N. America,U.S.,,,2,L,4,,,3.466,8.680,,180.1,103.6,249.1,1.17,1.29,5.214,13177,05-Oct-23,05-Nov-21,02-Jun-21,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2018 Saleen S302 Black Label,Saleen S302,3278,2018,Saleen,S302 Black Label,Reward,FM Update 13,BC Mustang Tour,,,,,"139,000",Modern Sport Touring,Factory,681,A,7.3,3.0,3.0,4.8,,,780,630,3785,4.85,54,3785,PDS,V,8,F,RWD,275/R20,275/R20,,Forza,"350, 565, 640, 788, 825",TT,,N. America,U.S.,Ford Mustang,,2,L,4,,,3.900,7.600,11.033,214.9,103.9,263.5,1.16,1.14,3.700,,06-Nov-24,,07-Nov-24,FM,FM,R,,,,,,,,,,,,,1,XBO,1
FALSE,2010 Saleen S5S Raptor,Saleen S5S,,2010,Saleen,S5S Raptor,DLC Exclusive,,,,Epic,,,"180,000",Modern Super Cars,Factory,873,S1,8.4,8.3,8.0,7.9,9.4,,650,630,3365,5.18,44,4959,PDS,V,8,M,RWD,,315,Yes,Forza,"640, 750",TT,eng,N. America,U.S.,,,2,L,4,,,3.200,6.800,,221.1,112.2,281.1,1.19,1.27,3.600,11608,,,12-Jan-10,FH4,FM3,,,DLC,,,,,,Uni,FM4,DLC,,,4,XBO,0
FALSE,2008 Saleen S331 Supercab,,,2008,Saleen,S331 Supercab,,,,,,,,,SUV,Factory,304,D,,,,,,,450,500,5500,12.22,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.684,,,146.5,,,,,,11572,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2006 Saleen S281 E,,,2006,Saleen,S281 E,DLC promo,,,,,,,,Sports,Factory,513,A,,,,,,,550,500,3556,6.47,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,4.800,,,183.1,,,,,,11357,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2017 Saleen S7 LM,Saleen S7 LM,3498,2017,Saleen,S7 LM,Buy Cars Base,FM Update 2,,,,,13-Dec-2023,"404,000",Modern Exotic GT,Factory,860,R,9.2,5.4,5.4,7.2,,,1000,850,2950,2.95,40,7000,TT,V,8,M,RWD,275/35R19,335/30R20,,Adjustable,"460, 565, 640, 707, 788, 825, 1183",none,,N. America,U.S.,,,2,L,4,,,3.400,6.200,9.700,243.6,93.6,233.1,1.33,1.53,2.800,13437,07-Dec-23,07-Nov-23,07-Nov-23,FM,FH5,S,DLC,,,,,,,,,,,,2,XBO,1
FALSE,2003 Saleen #2 Konrad Motorsport S7R,,,2003,Saleen,#2 Konrad Motorsport S7R,,,,,,,,,GTS,Race,836,R2,,,,,,,631,610,2535,4.02,,,,,8,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,3.500,,,185.3,,,,,,11355,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2002 Saleen #11 Graham Nash Motorsport S7R,,,2002,Saleen,#11 Graham Nash Motorsport S7R,,,,,,,,,GT1,Livery,843,R2,,,,,,,631,,2535,4.02,,,,,,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,,11354,,,29-May-07,FM3,FM2,,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2001 Saleen #26 Konrad Motorsports S7R,,,2001,Saleen,#26 Konrad Motorsports S7R,,,,,,,,,GT1,Livery,842,R2,,,,,,,631,,2535,4.02,,,,,,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,,11356,,,29-May-07,FM3,FM2,,,,,,,,,,,FM3,FM2,,2,360,0
FALSE,2000 Saleen #2 IMSA S7R,,,2000,Saleen,#2 IMSA S7R,,,,,,,,,,Race,,GTS,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,,,,,,,,,.000,11184,,,03-May-05,FM1,FM1,,,,,,,,,,,,,FM1,1,360,0
FALSE,2000 Saleen S281,,,2000,Saleen,S281,,,,,,,,,Sports,Factory,447,B,,,,,,,365,400,3064,8.39,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,4.990,,,162.6,,,,,,11185,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2007 Saturn Sky Red Line,,,2007,Saturn,Sky Red Line,,,,,,,,,Roadster,Factory,409,C,,,,,,,260,260,2990,11.50,,,,,4,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,5.500,,,149.8,,,,,,11389,,,22-Sep-07,FM4,FM2,,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2006 Saturn ION Red Line,,,2006,Saturn,ION Red Line,,,,,,,,,Sports,Factory,392,C,,,,,,,205,200,2933,14.31,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.000,,,155.2,,,,,,11358,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,1993 Schuppan 962CR,Schuppan 962CR,,1993,Schuppan,962CR,DLC Autoshow,FH5 Hot Wheels,HW mission,,Common,,,"2,500,000",Retro Supercars,Factory,869,S1,8.2,7.2,8.6,4.9,2.8,4.5,600,479,2315,3.86,45,3294,TT,Flat,6,M,RWD,,345,Both,Forza,691,none,no,Europe,U.K.,,,2,R,4,,,3.483,6.782,,222.6,105.1,248.1,1.26,1.56,3.299,13321,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2013 Scion FR-S,,,2013,Scion,FR-S,,,,,,,,,Sports,Factory,394,C,,,,,,,200,151,2737,13.69,,,,,4,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.200,,,159.6,,,,,,11933,,,07-Aug-12,FH1,FM4,,,,,,,,,FH1,DLC,,,,2,360,0
FALSE,2012 Scion tC,Scion tC '12,,2012,Scion,tC,,,,,,,,,Compact Sport Coupe (ex. Multiplayer),Factory,,,5.3,3.9,4.1,6.3,,,180,173,3060,17.00,61,,NA,Inline,4,F,FWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,6.900,19.200,,141.9,108.6,297.9,1.03,0.93,12.300,11884,,,03-Apr-12,FM6,FM4,,,,,,FM6,,FM5,,DLC,,,,3,XBO,0
FALSE,2009 Scion xD,,,2009,Scion,xD,,,,,,,,,Economy,Factory,223,E,,,,,,,128,125,2624,20.50,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,5,L,4,,,7.900,,,125.6,,,,,,11573,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2005 Scion tC,,,2005,Scion,tC,,,,,,,,,Sports,Factory,271,E,,,,,,,160,163,2905,18.16,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,2,L,4,,,7.400,,,136.4,,,,,,11359,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2010 SEAT Leon CUPRA R,,,2010,SEAT,Leon CUPRA R,,,,,,,,,Hatch,Factory,439,B,,,,,,,265,258,3031,11.44,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.100,,,160.8,,,,,,11625,,,09-Apr-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2009 SEAT Ibiza CUPRA,,,2009,SEAT,Ibiza CUPRA,,,,,,,,,Hatch,Factory,342,D,,,,,,,177,184,2577,14.56,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,3,L,4,,,7.200,,,138.8,,,,,,11574,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2007 SEAT Cupra GT Prototype,,,2007,SEAT,Cupra GT Prototype,,,,,,,,,,Factory,975,S,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,Europe,Spain,,,2,L,4,,,,,,,,,,,.000,11187,,,03-May-05,FM2,FM1,,,,,,,,,,,,FM2,FM1,2,360,0
FALSE,2007 SEAT Leon CUPRA,,,2007,SEAT,Leon CUPRA,,,,,,,,,Hatch,Factory,421,C,,,,,,,238,221,2941,12.36,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.400,,,154.8,,,,,,11390,,,22-Sep-07,FM4,FM2,,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2007 SEAT Leon Supercup,,,2007,SEAT,Leon Supercup,,,,,,,,,Hatch,Race,536,A,,,,,,,295,249,2425,8.22,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,4.700,,,135.2,,,,,,11391,,,22-Sep-07,FM4,FM2,,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2003 SEAT Leon Cupra R,,,2003,SEAT,Leon Cupra R,,,,,,,,,Hatch,Factory,401,C,,,,,,,225,206,3012,13.39,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.900,,,151.5,,,,,,11360,,,29-May-07,FM4,FM2,,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2012 Shelby 1000,Shelby 1000,,2012,Shelby,1000,Exclusive,,,,Epic,,,"250,000",Modern Muscle,Factory,782,A,8.7,6.3,6.0,6.2,7.8,,920,750,3799,4.13,56,5409,PDS,V,8,F,RWD,,305,Both,Hood,1000,none,eng,N. America,U.S.,,,2,L,4,,,3.200,6.912,,208.8,157.6,372.1,0.90,0.89,3.712,11992,,,06-Nov-12,FH4,FH1,,,cu,,,,,,DLC,,,,,2,XBO,0
FALSE,1999 Shelby Series 1,,,1999,Shelby,Series 1,,,,,,,,,Roadster,Factory,501,A,,,,,,,320,290,2650,8.28,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,Yes,2,L,4,,,4.400,,,164.4,,,,,,11190,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1969 Shelby GT500 428CJ,,,1969,Shelby,GT500 428CJ,,201109 Muscle,,,,,,,Sports,Factory,324,D,,,,,,,335,440,3850,11.49,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.000,,,153.6,,,,,,11727,,,13-Oct-11,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,1968 Shelby GT-500KR,,,1968,Shelby,GT-500KR,,,,,,,,,Sports,Factory,320,D,,,,,,,349,440,3569,10.23,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.200,,,122.8,,,,,,11189,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2004 Saleen S7,Saleen S7 '04,432,2004,Saleen,S7,Buy Cars Base,,,,Epic,,,"297,000",Exotic GT Classics,Factory,753,S,7.8,4.3,4.5,5.9,,,575,570,2756,4.79,40,6997,NA,V,8,M,RWD,275/30R19,345,no,,"565, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,OR,3.283,7.600,11.800,217.5,96.4,234.2,1.19,1.31,4.317,11186,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,,FM5,FH1,FM4,FM3,FM2,FM1,12,XBO,1
FALSE,1967 Shelby GT 500,Shelby GT500 '67,3696,1967,Shelby,GT 500,Buy Cars Base,FM Update 13,,,,,30-Oct-2024,"96,000",Vintage Muscle,Factory,336,D,2.7,1.1,1.1,2.7,,,355,420,3794,10.69,56,7000,NA,V,8,F,RWD,210/70R15,210/70R15,,,"302, 460, 565, 640, 788, 825","TT, PDS CS",,N. America,U.S.,Ford Mustang,,2,L,4,,,6.200,14.300,14.500,155.5,134.6,333.9,0.97,0.92,8.100,,23-Oct-24,26-Mar-24,26-Mar-24,FM,FH5,S,DLC,,,,,,,,,,,,2,XBO,1
FALSE,1965 Shelby Cobra 427 S/C,Shelby Cobra 427,306,1965,Shelby,Cobra 427 S/C,Buy Cars Base,,,,Legendary,,,"147,000",Vintage Le Mans Sportscars,Factory,543,B,3.7,1.7,2.2,4.4,,,425,500,2529,5.95,52,6984,NA,V,8,F,RWD,210/60R17,210/60R17,Both,,"415, 565, 640, 788, 825",PDS,stock,N. America,U.S.,Shelby Cobra,Yes,2,L,4,,"HR, OT, ?WFRC, SS",4.287,8.785,12.200,159.6,155.1,384.8,0.88,0.87,4.498,11188,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,FH2,DLC,DLC,FM4,FM3,FM2,FM1,13,XBO,1
FALSE,1965 Shelby Cobra Daytona Coupe,Shelby Daytona,1155,1965,Shelby,Cobra Daytona Coupe,Buy Cars Base,,,,Legendary,,,"165,000",Vintage Le Mans Sportscars,Factory,619,A,5.0,3.1,3.7,3.5,,,390,341,2515,6.45,53,4727,NA,V,8,F,RWD,235/R15,285/R15,Both,Forza,"415, 565, 640, 788, 825",PDS,stock,N. America,U.S.,Shelby Cobra,,2,L,4,,"CS, HR",4.010,8.810,11.200,186.1,107.5,279.7,1.23,1.22,4.800,11575,05-Oct-23,05-Nov-21,27-Oct-09,FM,FM3,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,11,XBO,1
FALSE,2021 Sierra Cars 700R,SIERRA 700R,,2021,Sierra Cars,700R,Seasonal,Series 18 cu,,,Rare,,,"250,000",UTV's,Race,737,A,4.3,5.9,5.1,6.4,7.1,7.7,50,43,805,16.10,49,686,NA,Inline,2,M,RWD,,205,no,rear only,196,T,stock,N. America,U.S.,,,2,C,4,,,7.233,999.999,,78.4,105.2,na,1.21,1.35,992.766,13338,,16-Mar-23,16-Mar-23,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,2021 Sierra Cars RX3,SIERRA RX3,,2021,Sierra Cars,RX3,Autoshow,,Accolade,,Rare,,,"45,000",UTV's,Race,737,A,4.3,5.9,5.1,6.4,7.1,7.7,194,114,925,4.77,45,1340,NA,Inline,4,M,RWD,,205,no,Forza,194,T,stock,N. America,U.S.,,,2,C,4,,,2.800,7.500,,120.7,107.6,252.9,1.18,1.30,4.700,13255,,05-Nov-21,05-Nov-21,FH5,FH5,,FH5,,,,,,,,,,,,1,XBO,0
FALSE,2020 Sierra Cars #23 Yokohama ALPHA,#23 SIERRA ALPHA,,2020,Sierra Cars,#23 Yokohama ALPHA,DLC Autoshow,FH5 Hot Wheels,HW mission,,Epic,,,"70,000",Extreme Track Toys,Race,986,S2,6.2,10.0,9.2,7.7,4.2,4.4,600,287,1150,1.92,43,1340,T,Inline,4,M,RWD,,240,no,Adjustable,none,none,no,N. America,U.S.,,,1,C,4,,,1.905,3.817,,172.3,72.7,151.2,1.78,2.68,1.912,13322,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2010 Smart fortwo,,,2010,Smart,fortwo,,,,,,,,,City,Factory,101,F,,,,,,,70,68,1825,26.07,,,,,3,R,RWD,,,,,,,,Europe,Germany,,,3,L,4,,,13.300,,,101.2,,,,,,11894,,,01-May-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 Spada Codatronca TS,,,2010,Spada,Codatronca TS,,,,,,,,,Sports,Factory,654,S,,,,,,,621,531,2998,4.83,,,,,8,F,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,3.400,,,214.3,,,,,,11635,,,10-May-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,1963 Shelby Monaco King Cobra,Shelby Monaco KC,3079,1963,Shelby,Monaco King Cobra,Buy Cars Base,,,,Epic,,,"298,000",Vintage Le Mans Prototypes,Race,793,S,5.4,5.4,5.7,6.6,,,400,332,1300,3.25,45,4727,NA,V,8,M,RWD,255/R15,285/R15,Both,Forza,none,none,stock,N. America,U.S.,Shelby Cobra,Yes,2,R,4,,,3.000,6.500,10.150,192.3,94.0,238.1,1.39,1.50,3.500,13076,05-Oct-23,,15-Jan-19,FM,FM7,FM,,DLC,DLC,,,,,,,,,,3,XBO,1
FALSE,2016 Spania GTA GTA Spano Duracell Edition,,,2016,Spania GTA,GTA Spano Duracell Edition,,,,,,,,,Modern Super Cars,Livery,927,S2,8.8,9.8,8.1,9.4,9.0,,912,999,3197,3.51,42,7990,TT,V,10,M,RWD,,,,,,,,Europe,Spain,,,2,L,4,,,,,,,,,,,.000,12672,,,07-Mar-17,FH3,FH3,,,,,DLC,,,,,,,,,1,XBO,0
FALSE,2012 Spyker Aileron,,,2012,Spyker,Aileron,,,,,,,,,Super,Factory,541,A,,,,,,,400,354,3142,7.86,,,,,8,M,RWD,,,,,,,,Europe,Netherlands,,,2,L,4,,,4.385,,,188.6,,,,,,11923,,,03-Jul-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 Spyker C8 Laviolette LM85,,,2010,Spyker,C8 Laviolette LM85,,,,,,,,,Super,Factory,552,A,,,,,,,400,354,2811,7.03,,,,,8,M,RWD,,,,,,,,Europe,Netherlands,,,2,L,4,,,4.400,,,190.0,,,,,,11638,,,11-May-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2013 SRT #91 SRT Motorsport GTS-R,#91 Dodge Viper,,2013,SRT,#91 SRT Motorsport GTS-R,,,,,,,,,Forza GT,Race,825,R,6.7,7.0,7.2,8.8,,,475,520,2745,5.78,49,,NA,V,10,F,RWD,,310,,,none,none,stock,N. America,U.S.,Viper,,2,L,4,,,3.300,7.050,11.367,178.8,111.3,259.7,1.46,1.71,3.750,11943,,,04-Sep-12,FM7,FM4,,,,FM7,,FM6,,FM5,,DLC,,,,4,XBO,0
FALSE,2013 SRT Team Forza Viper GTS,Viper GTS TF,,2013,SRT,Team Forza Viper GTS,DLC promo,,,,,,,,Sport GT,Upgraded,,,7.5,5.9,6.0,9.0,,,700,655,3296,4.71,49,,NA,V,10,F,RWD,,,,,,,stock,N. America,U.S.,Viper,,2,L,4,,,3.600,7.650,,202.7,112.3,278.7,1.30,1.34,4.050,12177,,,30-Sep-14,FM6,FH2,,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,2016 Spania GTA GTA Spano,GTA Spano,2475,2016,Spania GTA,GTA Spano,Buy Cars Base,FM Update 2,,,Epic,,13-Dec-2023,"391,000",Modern Exotic GT,Factory,848,R,9.2,5.3,5.2,7.1,9.1,,912,899,3197,3.51,42,7990,TT,V,10,M,RWD,255/35R19,335/30R20,no,Forza,none,none,no,Europe,Spain,,,2,L,4,,OR,2.900,5.200,9.783,245.1,99.1,240.7,1.30,1.49,2.300,12630,07-Dec-23,25-Jan-24,04-Oct-16,FM,FH3,S,cu,FH4,FM7,DLC,,,,,,,,,5,XBO,1
FALSE,2010 SSC Ultimate Aero,,,2010,SSC,Ultimate Aero,,,,,,,,,Super,Factory,846,R2,,,,,,,1287,1112,2750,2.14,,,,,8,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,2.780,,,265.7,,,,,,11636,,,10-May-10,FH1,FM3,,,,,,,,,FH1,FM4,DLC,,,3,360,0
FALSE,2013 SRT Viper GTS,SRT Viper '13,1562,2013,SRT,Viper GTS,Buy Cars Base,,,,Rare,,10-Oct-2023,"161,000",Modern Sport GT,Factory,710,S,6.7,3.7,3.9,5.0,,,640,600,3296,5.15,49,8383,NA,V,10,F,RWD,,355,no,,"640, 707, 788","TT, PDS, CS",stock,N. America,U.S.,Dodge Viper,,2,L,4,,FF,3.571,7.634,,207.9,111.8,271.4,1.06,1.12,4.063,11913,05-Oct-23,05-Nov-21,28-Jun-12,FM,FM4,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,DLC,,,,10,XBO,1
FALSE,2022 SUBARU WRX,,,2022,SUBARU,WRX,,,,,,,,,Modern Rally,Factory,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Japan,,,4,L,4,,,,,,,,,,,,,,19-Sep-24,19-Sep-24,FH5,FH5,,cu,,,,,,,,,,,,1,360,0
FALSE,2022 SUBARU BRZ,SUBARU BRZ '22,3735,2022,SUBARU,BRZ,Buy Cars Base,,,,,,10-Oct-2023,"57,000",Modern Sport Compact,Factory,428,C,2.4,2.4,2.7,2.7,,,228,184,2835,12.43,53,2400,NA,Flat,4,F,RWD,215/R18,215/R18,,Subaru,"250, 276, 305, 394I, 415, 475, 562, 565, 630","T, CS",,Asia,Japan,Toyota 86,,2,L,4,,,5.400,13.600,13.883,146.4,110.9,279.8,1.12,1.10,8.200,13417,05-Oct-23,21-Dec-23,05-Oct-23,FM,FH5,FM,cu,,,,,,,,,,,,2,XBO,1
FALSE,2019 SUBARU STI S209,SUBARU STI '19,3412,2019,SUBARU,STI S209,Buy Cars Base,,,,Common,,,"83,000",Modern Sport Compact,Factory,547,B,3.4,3.1,3.1,3.3,,,341,330,3485,10.22,59,2457,T,Flat,4,F,AWD,265/35R19,265/35R19,Both,,"394I, 415, 565, 630",none,,Asia,Japan,SUBARU Impreza,,4,L,4,,,4.400,11.200,,164.9,123.7,314.4,0.94,0.96,6.800,13259,05-Oct-23,18-Nov-21,18-Nov-21,FM,FH5,FM,DLC,,,,,,,,,,,,2,XBO,1
FALSE,2019 SUBARU STI S209 Forza Edition,SUBARU STI FE,3804,2019,SUBARU,STI S209 Forza Edition,Buy Cars DLC,FM VIP,Gift w/DLC,,,,,"96,000",Modern Sport Compact,Upgraded,600,B,3.2,4.1,4.2,3.5,,,365,353,3627,9.94,59,2500,T,Flat,4,F,AWD,265,,,Adjustable,none,none,,Asia,Japan,SUBARU Impreza,,4,L,4,,,4.400,11.200,13.000,159.2,100.9,249.7,1.24,1.34,6.800,13418,05-Oct-23,,05-Oct-23,FM,FM,DLC,,,,,,,,,,,,,1,XBO,1
